Product,Type,Release Date,Process Size,TDP,Die Size,Transistors,Freq,Vendor
NVIDIA Quadro 4000 Mac Edition,GPU,6/12/11,40,142,529,3100,475,NVIDIA
AMD Radeon Vega 8,GPU,7/7/19,14,15,210,4940,300,AMD
AMD Atari VCS 400 GPU,GPU,12/14/20,14,15,210,4940,300,AMD
NVIDIA GeForce RTX 2080,GPU,9/20/18,12,215,545,13600,1515,NVIDIA
AMD Radeon R9 FURY X,GPU,6/24/15,28,275,596,8900,1050,AMD
AMD Radeon R5 310 OEM,GPU,5/5/15,40,35,67,370,875,AMD
NVIDIA GeForce 7800 GTX 512,GPU,11/14/05,110,108,333,302,500,NVIDIA
NVIDIA GeForce GTX 1050 Mobile 3 GB,GPU,2/1/19,14,75,132,3300,1366,NVIDIA
ATI Radeon X1550,GPU,1/1/07,80,27,100,107,550,ATI
AMD Radeon R9 360 OEM,GPU,5/5/15,28,85,160,2080,1000,AMD
AMD Radeon Pro WX 3200 Mobile,GPU,7/2/19,14,65,103,2200,1082,AMD
NVIDIA GeForce GT 650M,GPU,3/22/12,28,45,118,1270,835,NVIDIA
NVIDIA GRID K220Q,GPU,7/2/14,28,225,294,3540,745,NVIDIA
NVIDIA GRID K240Q,GPU,6/28/13,28,225,294,3540,745,NVIDIA
NVIDIA GeForce GTX 1650 Max-Q,GPU,4/23/19,12,30,200,4700,1020,NVIDIA
NVIDIA GeForce GTX 1070,GPU,6/10/16,16,150,314,7200,1506,NVIDIA
AMD Radeon Vega 3 Embedded,GPU,9/6/18,14,15,210,4940,300,AMD
ATI Mobility Radeon HD 5870,GPU,1/7/10,40,50,166,1040,700,ATI
AMD Radeon Pro 575X,GPU,3/18/19,14,150,232,5700,1096,AMD
AMD Radeon Pro WX 3200,GPU,7/2/19,14,65,103,2200,1295,AMD
AMD Xbox Series S GPU,GPU,11/10/20,7,100,197,8000,1565,AMD
AMD Radeon RX 540 Mobile,GPU,11/11/17,14,50,103,2200,1124,AMD
AMD Radeon HD 8450G IGP,GPU,5/23/13,32,35,246,1303,533,AMD
AMD Radeon Pro W5500,GPU,2/10/20,7,125,158,6400,1744,AMD
NVIDIA GeForce GT 705 OEM,GPU,3/27/14,40,29,79,292,874,NVIDIA
ATI FirePro V8800,GPU,4/7/10,40,208,334,2154,825,ATI
AMD Radeon HD 7850,GPU,3/5/12,28,130,212,2800,860,AMD
AMD Radeon HD 7950 Monica BIOS 2,GPU,1/31/12,28,85,352,4313,800,AMD
AMD FirePro M4000,GPU,6/27/12,28,33,123,1500,675,AMD
3dfx Voodoo4 4500 AGP,GPU,10/13/00,250,15,112,14,166,Other
AMD FirePro W5100,GPU,3/31/14,28,50,160,2080,930,AMD
NVIDIA GRID M10-8Q,GPU,5/18/16,28,225,148,1870,1033,NVIDIA
NVIDIA GeForce Go 6800,GPU,11/8/04,130,45,225,222,300,NVIDIA
NVIDIA ION 2,GPU,6/3/08,40,20,57,260,500,NVIDIA
AMD Radeon Vega 8 Mobile,GPU,1/6/19,14,15,210,4940,300,AMD
AMD Radeon R7 250,GPU,10/8/13,28,55,123,1500,700,AMD
NVIDIA GRID K2,GPU,5/11/13,28,225,294,3540,745,NVIDIA
NVIDIA Quadro FX Go540,GPU,8/9/04,110,25,154,146,300,NVIDIA
NVIDIA GeForce GT 130 OEM,GPU,3/10/09,55,75,196,505,500,NVIDIA
ATI Radeon 7000 Mac Edition,GPU,3/14/04,180,23,80,30,183,ATI
NVIDIA GeForce GTX 560 Ti 448,GPU,11/29/11,40,210,520,3000,732,NVIDIA
NVIDIA GeForce GT 640M Mac Edition,GPU,2/3/13,28,32,118,1270,745,NVIDIA
NVIDIA GeForce GT 555M,GPU,3/24/11,40,35,238,1170,590,NVIDIA
NVIDIA NVS 315,GPU,3/10/13,40,19,79,292,523,NVIDIA
ATI All-In-Wonder X1800 XL,GPU,10/27/05,90,75,288,321,500,ATI
ATI Radeon X1300 PRO,GPU,11/1/06,80,31,100,107,600,ATI
ATI FireGL V7100,GPU,12/1/04,130,91,289,160,493,ATI
ATI Radeon HD 4850,GPU,6/25/08,55,110,256,956,625,ATI
NVIDIA GeForce GTX 960M,GPU,3/13/15,28,75,148,1870,1097,NVIDIA
ATI FirePro V7750,GPU,3/27/09,55,76,146,514,800,ATI
ATI Mobility Radeon HD 4670 Mac Edition,GPU,9/16/09,55,35,146,514,680,ATI
ATI Radeon 9200 LE,GPU,5/1/03,150,28,98,36,250,ATI
ATI FirePro M5800,GPU,3/1/10,40,26,104,627,650,ATI
ATI Radeon X1800 XL,GPU,10/1/05,90,70,288,321,500,ATI
NVIDIA GeForce 7600 GS AGP,GPU,7/1/06,90,27,196,278,500,NVIDIA
AMD Radeon HD 6670,GPU,4/19/11,40,66,118,716,800,AMD
NVIDIA GeForce GTX 1070 Max-Q,GPU,6/27/17,16,115,314,7200,1215,NVIDIA
NVIDIA GeForce GTS 250,GPU,3/4/09,55,150,260,754,702,NVIDIA
NVIDIA GeForce GTX 650 Ti OEM,GPU,3/31/13,28,110,221,2540,928,NVIDIA
AMD Radeon HD 6410D IGP,GPU,6/20/11,32,65,227,1178,444,AMD
AMD Radeon HD 7750M,GPU,4/24/12,28,28,123,1500,575,AMD
AMD Radeon E6460,GPU,4/7/11,40,25,67,370,600,AMD
AMD Radeon HD 6550M,GPU,11/26/10,40,26,104,627,600,AMD
NVIDIA Quadro FX 550M,GPU,3/13/06,90,35,125,177,480,NVIDIA
NVIDIA Quadro T2000 Max-Q,GPU,5/27/19,12,40,200,4700,1200,NVIDIA
NVIDIA GeForce GTX 860M,GPU,1/13/14,28,75,148,1870,1020,NVIDIA
AMD Radeon RX Vega 64 Limited Edition,GPU,8/7/17,14,295,495,12500,1247,AMD
NVIDIA GeForce G210 OEM,GPU,5/26/09,55,31,121,314,550,NVIDIA
NVIDIA GeForce 7900 GX2,GPU,4/30/06,90,110,196,278,500,NVIDIA
ATI Radeon 7200,GPU,4/1/00,180,23,111,30,166,ATI
ATI FireGL 9700 X1-256,GPU,7/1/02,150,37,215,110,325,ATI
ATI Radeon HD 5830,GPU,2/25/10,40,175,334,2154,800,ATI
NVIDIA GeForce GTS 450 Rev. 2,GPU,3/15/11,40,106,238,1170,783,NVIDIA
ATI Radeon X850 XT Platinum AGP,GPU,2/28/05,130,67,297,160,540,ATI
ATI Mobility Radeon HD 3850 X2,GPU,6/4/08,55,70,192,666,580,ATI
AMD Radeon HD 7720 OEM,GPU,3/15/13,40,150,255,1700,840,AMD
AMD Radeon R9 M290X,GPU,1/9/14,28,100,212,2800,850,AMD
AMD Radeon 630 Mobile,GPU,5/13/19,14,50,103,2200,1082,AMD
NVIDIA GRID M60-4A,GPU,8/30/15,28,225,398,5200,557,NVIDIA
NVIDIA Quadro K200M,GPU,8/22/14,28,35,118,1270,850,NVIDIA
ATI Radeon X300 SE,GPU,9/1/04,110,30,74,107,325,ATI
NVIDIA GeForce GT 320 OEM,GPU,2/2/10,40,43,144,727,540,NVIDIA
NVIDIA GRID K340,GPU,7/23/13,28,225,118,1270,954,NVIDIA
AMD FirePro W600,GPU,6/13/12,28,75,123,1500,750,AMD
AMD Radeon RX 5700M,GPU,1/1/20,7,180,251,10300,1465,AMD
NVIDIA GeForce GT 610 OEM,GPU,4/2/16,40,29,116,585,701,NVIDIA
AMD Radeon HD 6870 X2,GPU,7/8/11,40,300,255,1700,900,AMD
ATI Radeon HD 4890,GPU,4/2/09,55,190,282,959,850,ATI
3dfx Voodoo5 5500 AGP,GPU,6/22/00,250,30,112,14,166,Other
AMD Radeon Vega 8 Mobile,GPU,4/8/19,14,15,210,4940,300,AMD
NVIDIA Quadro 5000,GPU,2/23/11,40,152,529,3100,513,NVIDIA
NVIDIA Tesla P100 SXM2,GPU,4/5/16,16,300,610,15300,1328,NVIDIA
ATI Radeon X1550,GPU,1/1/07,90,27,100,107,600,ATI
NVIDIA GeForce GT 420M,GPU,9/3/10,40,23,116,585,500,NVIDIA
AMD FirePro S9010,GPU,8/24/12,28,200,352,4313,800,AMD
ATI Radeon X1650 PRO AGP,GPU,10/15/06,80,44,131,330,600,ATI
NVIDIA GeForce FX 5700,GPU,10/23/03,130,25,133,82,425,NVIDIA
ATI Mobility FireGL 7800,GPU,9/29/01,150,27,68,60,280,ATI
NVIDIA Quadro 6000 SDI,GPU,7/25/11,40,231,529,3100,574,NVIDIA
NVIDIA GeForce 940M,GPU,3/13/15,28,75,148,1870,1020,NVIDIA
NVIDIA GeForce GT 640 OEM Rebrand,GPU,4/24/12,40,75,238,1170,720,NVIDIA
NVIDIA NVS 4200M,GPU,2/22/11,40,25,79,292,810,NVIDIA
AMD Radeon HD 6350A,GPU,4/7/11,40,25,59,292,650,AMD
AMD Radeon R7 350X OEM,GPU,5/5/15,28,65,77,950,1000,AMD
NVIDIA GeForce RTX 3060 Mobile,GPU,1/12/21,8,80,276,13250,900,NVIDIA
AMD Radeon HD 8650G IGP,GPU,5/23/13,32,35,246,1303,533,AMD
NVIDIA GeForce GT 730A,GPU,7/1/14,28,33,87,1020,719,NVIDIA
NVIDIA Quadro M2200 Mobile,GPU,1/11/17,28,55,228,2940,695,NVIDIA
ATI Radeon X300,GPU,9/1/04,110,36,74,107,375,ATI
NVIDIA GeForce 820M,GPU,11/27/13,28,15,116,585,625,NVIDIA
AMD Radeon R5 Mobile Graphics,GPU,6/1/16,28,15,125,1200,200,AMD
NVIDIA GeForce 7800 GS+ AGP,GPU,9/28/06,90,75,196,278,375,NVIDIA
AMD Radeon HD 6550D IGP,GPU,6/20/11,32,65,227,1178,600,AMD
AMD Radeon R9 390X,GPU,6/18/15,28,275,438,6200,1050,AMD
NVIDIA GeForce 8600M GT,GPU,12/31/07,80,20,169,289,475,NVIDIA
NVIDIA GeForce RTX 2070 Max-Q Refresh,GPU,3/4/20,12,115,445,10800,900,NVIDIA
NVIDIA GeForce 9800 GX2,GPU,3/18/08,65,197,324,754,600,NVIDIA
Intel GMA 3150,GPU,5/9/07,45,13,66,123,400,Intel
NVIDIA GeForce GTX 460 SE v2,GPU,11/15/10,40,150,332,1950,650,NVIDIA
ATI Mobility Radeon HD 5730,GPU,1/7/10,40,26,104,627,650,ATI
NVIDIA Quadro NVS 295,GPU,5/7/09,65,23,86,210,540,NVIDIA
NVIDIA GeForce 9400,GPU,4/17/07,65,40,144,314,450,NVIDIA
AMD Radeon HD 7520G IGP,GPU,6/6/12,32,35,246,1303,496,AMD
NVIDIA Tesla M2075,GPU,7/25/11,40,225,520,3000,574,NVIDIA
AMD Radeon Vega 8 Mobile,GPU,1/8/19,14,35,210,4940,300,AMD
NVIDIA Quadro K1000M,GPU,6/1/12,28,45,118,1270,850,NVIDIA
NVIDIA Quadro M6000,GPU,3/21/15,28,250,601,8000,988,NVIDIA
NVIDIA Quadro T500 Mobile,GPU,12/2/20,12,18,200,4700,1365,NVIDIA
ATI Radeon X1950 XT,GPU,10/17/06,90,96,352,384,625,ATI
ATI Radeon X800 XT AGP,GPU,3/1/04,130,54,281,160,500,ATI
NVIDIA GeForce 920A,GPU,3/13/15,28,33,87,1020,954,NVIDIA
NVIDIA GeForce Go 7800 GTX,GPU,9/29/05,110,65,333,302,440,NVIDIA
AMD Radeon Pro W5700,GPU,11/19/19,7,205,251,10300,1400,AMD
AMD Radeon HD 6770M Mac Edition,GPU,1/28/11,40,35,104,716,725,AMD
NVIDIA GeForce GTX 775M Mac Edition,GPU,11/8/13,28,100,294,3540,797,NVIDIA
NVIDIA GeForce 9200M GS,GPU,6/3/08,65,13,86,210,550,NVIDIA
AMD Radeon HD 6370D IGP,GPU,11/1/11,32,65,227,1178,444,AMD
NVIDIA Tesla V100 PCIe 16 GB,GPU,6/21/17,12,300,815,21100,1245,NVIDIA
AMD Radeon R7 250,GPU,10/8/13,28,65,77,950,1000,AMD
NVIDIA GeForce GT 740 OEM,GPU,4/14/15,28,65,221,2540,1006,NVIDIA
NVIDIA Quadro4 100 NVS PCI,GPU,12/22/03,150,10,65,29,250,NVIDIA
AMD FirePro 2270 PCIe x1,GPU,1/31/11,40,15,59,292,600,AMD
ATI Radeon HD 4710,GPU,9/10/08,55,59,146,514,750,ATI
NVIDIA GeForce 210 PCI,GPU,10/12/09,40,31,100,486,475,NVIDIA
AMD Radeon HD 6850M,GPU,1/4/11,40,50,166,1040,675,AMD
AMD Radeon HD 8550 OEM,GPU,10/25/13,40,60,118,716,650,AMD
AMD Radeon R5 Mobile Graphics,GPU,11/7/15,28,15,125,1200,200,AMD
AMD FirePro W5000,GPU,8/7/12,28,75,212,2800,825,AMD
AMD Radeon E9175 PCIe,GPU,10/3/17,14,50,103,2200,1124,AMD
NVIDIA Quadro K2000,GPU,3/1/13,28,51,118,1270,954,NVIDIA
AMD Radeon Pro WX 4100,GPU,11/10/16,14,50,123,3000,1125,AMD
ATI Radeon X800 GTO AGP,GPU,10/1/05,110,49,240,160,400,ATI
AMD Radeon R9 290X2,GPU,6/24/14,28,580,438,6200,1000,AMD
NVIDIA Quadro FX 560,GPU,4/20/06,90,30,125,177,350,NVIDIA
NVIDIA Quadro FX 370,GPU,9/12/07,80,35,169,289,360,NVIDIA
NVIDIA Playstation 3 GPU 40nm,GPU,10/4/12,40,35,114,302,550,NVIDIA
NVIDIA GeForce MX230,GPU,2/21/19,14,10,74,1800,1519,NVIDIA
NVIDIA GeForce GT 435M,GPU,1/15/11,40,35,238,1170,590,NVIDIA
NVIDIA NVS 5100M,GPU,1/7/10,40,35,100,486,550,NVIDIA
ATI Radeon HD 3550,GPU,8/4/08,55,30,67,181,594,ATI
AMD Radeon HD 7870 GHz Edition,GPU,3/5/12,28,175,212,2800,1000,AMD
AMD Radeon HD 8210 IGP,GPU,1/31/14,28,8,110,1178,300,AMD
NVIDIA GeForce GT 440,GPU,2/1/11,40,65,116,585,810,NVIDIA
AMD FirePro W8000,GPU,6/14/12,28,225,352,4313,900,AMD
NVIDIA GeForce GTX 1650 TU116,GPU,7/7/20,12,80,284,6600,1410,NVIDIA
NVIDIA Tesla PG503-216,GPU,11/26/19,12,250,815,21100,1312,NVIDIA
NVIDIA GeForce 9400,GPU,4/17/07,65,40,144,314,450,NVIDIA
ATI Radeon X1050,GPU,12/7/06,110,24,74,107,400,ATI
AMD Radeon Vega 3 Embedded,GPU,2/13/18,14,15,210,4940,300,AMD
ATI Radeon HD 4650,GPU,9/10/08,55,48,146,514,600,ATI
AMD Radeon RX 455 OEM,GPU,6/30/16,28,100,160,2080,1050,AMD
NVIDIA GeForce GT 435M,GPU,9/3/10,40,35,116,585,650,NVIDIA
NVIDIA Quadro M6000 24 GB,GPU,3/5/16,28,250,601,8000,988,NVIDIA
AMD Radeon HD 7870M,GPU,4/24/12,28,45,123,1500,800,AMD
NVIDIA GeForce G210M,GPU,6/15/09,40,14,57,260,625,NVIDIA
NVIDIA GeForce GTX 770,GPU,5/30/13,28,230,294,3540,1046,NVIDIA
ATI Radeon X1800 GTO,GPU,3/1/06,90,48,288,321,500,ATI
NVIDIA Quadro RTX 5000 Mobile Refresh,GPU,6/8/20,12,110,545,13600,1035,NVIDIA
AMD Radeon Pro 575,GPU,6/5/17,14,150,232,5700,1096,AMD
NVIDIA Quadro FX 360M,GPU,5/9/07,80,17,127,210,400,NVIDIA
NVIDIA GeForce RTX 3080,GPU,9/1/20,8,320,628,28300,1440,NVIDIA
AMD Radeon HD 7430M,GPU,1/7/12,40,7,67,370,600,AMD
AMD Radeon Pro WX 8100,GPU,12/3/17,14,230,495,12500,1200,AMD
NVIDIA GeForce GTX 1660,GPU,3/14/19,12,120,284,6600,1530,NVIDIA
AMD Radeon Pro 5300M,GPU,11/13/19,7,85,158,6400,1000,AMD
AMD FirePro S7150 x2,GPU,2/1/16,28,265,366,5000,1050,AMD
NVIDIA Quadro FX 1600M,GPU,6/1/07,80,50,169,289,625,NVIDIA
AMD Radeon Pro 560X,GPU,7/16/18,14,75,123,3000,1004,AMD
NVIDIA Quadro Plex 1000 Model II,GPU,7/25/08,110,640,333,302,470,NVIDIA
AMD Radeon R9 390 X2,GPU,9/3/15,28,580,438,6200,1000,AMD
NVIDIA GeForce 9400 GT PCI,GPU,8/27/08,55,50,121,314,550,NVIDIA
AMD Radeon HD 7950 Boost,GPU,6/22/12,28,200,352,4313,850,AMD
NVIDIA GeForce GTX 760 Ti OEM Rebrand,GPU,8/25/13,28,170,294,3540,915,NVIDIA
NVIDIA GeForce GT 630 OEM,GPU,4/24/12,28,50,118,1270,875,NVIDIA
NVIDIA GeForce GTX 590,GPU,3/24/11,40,365,520,3000,608,NVIDIA
NVIDIA Quadro M620 Mobile,GPU,1/11/17,28,30,148,1870,756,NVIDIA
NVIDIA GeForce GTX 660 OEM,GPU,8/22/12,28,130,294,3540,823,NVIDIA
ATI Radeon HD 5730,GPU,2/26/11,40,64,104,627,775,ATI
ATI FireGL V3200,GPU,9/1/04,130,46,92,75,500,ATI
AMD Radeon RX 5500M,GPU,10/7/19,7,85,158,6400,1375,AMD
NVIDIA GeForce 9600M GT,GPU,6/4/08,55,23,121,314,500,NVIDIA
NVIDIA GeForce 610,GPU,12/1/11,40,12,79,292,738,NVIDIA
AMD Radeon Pro Vega 56,GPU,8/14/17,14,210,495,12500,1138,AMD
NVIDIA Quadro K5000 Mac Edition,GPU,8/7/12,28,122,294,3540,706,NVIDIA
ATI Radeon X1050 AGP,GPU,12/7/06,130,24,76,60,250,ATI
ATI Radeon HD 4870 Mac Edition,GPU,1/6/09,55,150,256,956,750,ATI
AMD FirePro V3900,GPU,2/7/12,40,50,118,716,650,AMD
NVIDIA GeForce GT 625 OEM,GPU,2/18/13,40,29,79,292,874,NVIDIA
AMD Radeon RX 5700 XT 50th Anniversary,GPU,7/7/19,7,225,251,10300,1680,AMD
NVIDIA Quadro P600 Mobile,GPU,2/7/17,14,25,132,3300,1430,NVIDIA
ATI Mobility Radeon HD 560v,GPU,5/5/10,55,15,146,514,550,ATI
NVIDIA GeForce FX 5900 XT,GPU,5/12/03,130,35,207,135,400,NVIDIA
NVIDIA Quadro NVS 120M,GPU,6/1/06,90,10,81,112,450,NVIDIA
NVIDIA A30 PCIe,GPU,4/12/21,7,165,826,54200,930,NVIDIA
ATI Radeon 9600 XT,GPU,10/1/03,130,22,76,60,500,ATI
ATI Radeon HD 4720,GPU,12/11/11,55,55,146,514,600,ATI
NVIDIA GeForce GTX 460M,GPU,9/3/10,40,50,238,1170,675,NVIDIA
ATI FirePro V7760,GPU,1/1/12,55,76,256,956,750,ATI
NVIDIA GRID K180Q,GPU,6/28/13,28,130,118,1270,850,NVIDIA
NVIDIA Quadro FX 770M,GPU,8/14/08,65,35,144,314,500,NVIDIA
ATI Radeon 7000 PCI,GPU,2/19/01,180,23,80,30,133,ATI
NVIDIA GeForce GT 220M,GPU,6/15/09,55,14,121,314,500,NVIDIA
NVIDIA GeForce GT 710M,GPU,1/9/13,28,15,116,585,775,NVIDIA
ATI FireMV 2250,GPU,1/1/07,80,32,100,107,600,ATI
NVIDIA GeForce GT 635 OEM,GPU,10/1/13,28,35,87,1020,967,NVIDIA
NVIDIA GeForce GTX 950,GPU,8/20/15,28,90,228,2940,1024,NVIDIA
NVIDIA GeForce GTX 1660 Ti,GPU,2/22/19,12,120,284,6600,1500,NVIDIA
NVIDIA Quadro RTX 5000 Max-Q,GPU,5/27/19,12,80,545,13600,600,NVIDIA
AMD Radeon HD 8570D IGP,GPU,7/10/13,32,65,246,1303,800,AMD
AMD Radeon Vega 9 Mobile,GPU,10/22/19,14,15,210,4940,300,AMD
NVIDIA GeForce 9500 GT Mac Edition,GPU,5/19/10,55,50,121,314,550,NVIDIA
NVIDIA GeForce GTX 750,GPU,2/18/14,28,55,148,1870,1020,NVIDIA
AMD Radeon Pro 455,GPU,10/30/16,14,35,123,3000,855,AMD
ATI Radeon X700 XT,GPU,9/1/04,110,38,156,120,475,ATI
ATI Radeon HD 4870,GPU,6/25/08,55,150,256,956,750,ATI
NVIDIA GeForce GT 630,GPU,5/15/12,40,65,116,585,810,NVIDIA
AMD Radeon HD 7730,GPU,5/1/13,28,47,123,1500,800,AMD
NVIDIA Quadro FX 1500,GPU,4/20/06,90,65,196,278,325,NVIDIA
ATI Radeon HD 5750,GPU,10/13/09,40,86,166,1040,700,ATI
NVIDIA GeForce GT 630M,GPU,3/22/12,28,33,116,585,800,NVIDIA
AMD Radeon HD 7550M,GPU,1/7/12,40,14,104,716,500,AMD
AMD Radeon E9390 PCIe,GPU,10/15/19,14,75,232,5700,713,AMD
NVIDIA GeForce 505 OEM,GPU,2/17/13,40,25,100,486,615,NVIDIA
NVIDIA GeForce GT 445M,GPU,9/3/10,40,35,238,1170,590,NVIDIA
ATI Radeon HD 4570,GPU,11/25/08,55,25,73,242,650,ATI
AMD Radeon RX 550 640SP,GPU,10/13/17,14,60,123,3000,1019,AMD
NVIDIA GeForce GTX 1650 SUPER,GPU,11/22/19,12,100,284,6600,1530,NVIDIA
AMD Radeon 530 Mobile,GPU,4/18/17,28,50,125,1550,730,AMD
AMD Radeon R5 A240,GPU,1/1/14,28,50,77,950,730,AMD
ATI Radeon X800 GT,GPU,11/1/05,110,40,240,160,475,ATI
AMD Radeon Pro 560,GPU,4/18/17,14,75,123,3000,907,AMD
NVIDIA Quadro 410,GPU,8/7/12,28,38,118,1270,706,NVIDIA
AMD Radeon HD 8210E,GPU,4/23/13,28,9,110,1178,300,AMD
NVIDIA GeForce GTX 1650 Mobile,GPU,4/15/20,12,50,200,4700,1380,NVIDIA
NVIDIA Quadro K4000,GPU,3/1/13,28,80,221,2540,810,NVIDIA
AMD Radeon RX 580X,GPU,4/11/18,14,185,232,5700,1257,AMD
NVIDIA Quadro K620,GPU,7/22/14,28,45,148,1870,1058,NVIDIA
NVIDIA Quadro FX 3450,GPU,7/28/05,130,83,225,222,425,NVIDIA
AMD Radeon RX 560X,GPU,4/11/18,14,75,123,3000,1175,AMD
NVIDIA GeForce 8400 GS PCI Rev. 2,GPU,4/17/07,40,40,57,260,520,NVIDIA
AMD Radeon Pro 570,GPU,6/5/17,14,150,232,5700,1000,AMD
ATI Radeon HD 2400,GPU,2/19/08,65,20,85,180,398,ATI
NVIDIA Quadro FX 330,GPU,6/28/04,150,21,91,45,250,NVIDIA
ATI Radeon 9200 SE,GPU,3/1/03,150,28,98,36,200,ATI
AMD FirePro M6000,GPU,7/1/12,28,43,123,1500,800,AMD
AMD Radeon RX Vega 11 Mobile,GPU,5/10/18,14,35,210,4940,300,AMD
AMD Radeon Sky 700,GPU,3/27/13,28,225,352,4313,900,AMD
NVIDIA Quadro FX 1700,GPU,9/12/07,80,42,169,289,460,NVIDIA
AMD Radeon 625 Mobile,GPU,5/13/19,28,50,125,1550,730,AMD
NVIDIA GeForce 8400M G,GPU,5/9/07,80,10,127,210,400,NVIDIA
NVIDIA GeForce GT 640 Rev. 2,GPU,5/29/13,28,49,87,1020,1046,NVIDIA
NVIDIA GRID K540Q,GPU,7/2/14,28,225,294,3540,745,NVIDIA
NVIDIA GeForce GT 710,GPU,3/27/14,28,19,87,1020,954,NVIDIA
NVIDIA GeForce 9400 GT Rev. 2,GPU,8/27/08,55,50,121,314,550,NVIDIA
AMD Radeon R9 270X,GPU,10/8/13,28,180,212,2800,1000,AMD
AMD Radeon R5 340X OEM,GPU,5/5/15,28,65,77,950,900,AMD
NVIDIA GeForce 9500 GT,GPU,7/29/08,65,50,144,314,600,NVIDIA
AMD Radeon RX 560DX,GPU,4/11/18,14,65,123,3000,1090,AMD
AMD Radeon R7 260X,GPU,10/8/13,28,115,160,2080,1100,AMD
ATI Radeon X1700 SE,GPU,11/30/07,80,50,230,330,500,ATI
AMD Radeon HD 6370M,GPU,11/26/10,40,11,59,292,750,AMD
AMD Radeon HD 8770 OEM,GPU,9/2/13,28,85,160,2080,1050,AMD
NVIDIA Quadro RTX 4000 Mobile,GPU,5/27/19,12,110,545,13600,1110,NVIDIA
ATI Radeon 9200 PCI,GPU,5/1/03,150,28,98,36,250,ATI
NVIDIA GeForce GT 240M,GPU,6/15/09,40,23,100,486,550,NVIDIA
ATI Radeon 9200,GPU,5/1/03,150,28,98,36,250,ATI
NVIDIA GeForce GTX 1080 Mobile,GPU,8/15/16,16,150,314,7200,1556,NVIDIA
AMD Radeon Vega 10 Mobile,GPU,1/6/19,14,15,210,4940,300,AMD
NVIDIA GeForce GT 635M,GPU,3/22/12,40,33,116,585,660,NVIDIA
ATI Radeon HD 5570,GPU,10/11/11,40,39,118,716,650,ATI
NVIDIA GeForce RTX 3060 Ti,GPU,12/1/20,8,200,392,17400,1410,NVIDIA
NVIDIA GeForce GT 730,GPU,6/18/14,40,49,116,585,700,NVIDIA
ATI Radeon E4690 MXM,GPU,6/1/09,55,30,146,514,600,ATI
ATI Radeon HD 5850,GPU,9/30/09,40,151,334,2154,725,ATI
NVIDIA GeForce GTX 465,GPU,5/31/10,40,200,529,3100,608,NVIDIA
AMD Radeon HD 6390,GPU,7/4/11,40,39,104,627,550,AMD
AMD FirePro S7150,GPU,2/1/16,28,150,366,5000,920,AMD
NVIDIA GeForce 9600 GTX,GPU,5/27/09,65,140,324,754,580,NVIDIA
NVIDIA Tesla PG500-216,GPU,11/26/19,12,250,815,21100,1260,NVIDIA
NVIDIA Quadro NVS 50 PCI,GPU,5/31/05,150,10,65,29,250,NVIDIA
ATI Radeon X1950 XTX,GPU,10/17/06,90,125,352,384,650,ATI
Intel Iris Graphics 5100,GPU,5/27/13,22,30,181,1300,200,Intel
NVIDIA GeForce GTX 460 v2 ES,GPU,9/24/11,40,160,332,1950,779,NVIDIA
NVIDIA GeForce 8600 GT Mac Edition,GPU,4/17/07,80,47,169,289,600,NVIDIA
NVIDIA Tegra 4 GPU,GPU,8/1/13,28,20,85,11,672,NVIDIA
AMD Radeon R9 295X2,GPU,4/29/14,28,500,438,6200,1018,AMD
AMD Radeon Vega 11,GPU,9/30/19,14,15,210,4940,300,AMD
AMD Radeon HD 7330M,GPU,1/7/12,40,5,59,292,500,AMD
ATI Radeon HD 5470,GPU,2/13/12,40,19,59,292,650,ATI
AMD Radeon HD 8650D IGP,GPU,12/28/13,32,65,246,1303,720,AMD
AMD Radeon R7 265X OEM,GPU,8/12/14,28,150,212,2800,900,AMD
NVIDIA GeForce 9500 GS,GPU,7/29/08,65,40,144,314,550,NVIDIA
NVIDIA GeForce 7900 GS AGP,GPU,4/2/06,90,65,196,278,450,NVIDIA
NVIDIA GeForce 8600 GS,GPU,4/17/07,80,47,169,289,540,NVIDIA
AMD Radeon HD 6990M Rebrand,GPU,7/12/11,40,100,166,1040,800,AMD
NVIDIA GeForce GTS 250M,GPU,6/15/09,40,28,144,727,500,NVIDIA
AMD Radeon R5 235 OEM,GPU,12/21/13,40,35,67,370,775,AMD
AMD Radeon HD 8400E,GPU,4/23/13,28,25,110,1178,600,AMD
NVIDIA Quadro NVS 290,GPU,10/4/07,80,21,127,210,459,NVIDIA
NVIDIA GeForce GTX 275,GPU,1/15/09,55,219,470,1400,633,NVIDIA
NVIDIA GeForce GT 710,GPU,3/27/14,28,19,87,1020,954,NVIDIA
NVIDIA Quadro FX 3600M,GPU,2/23/08,65,70,324,754,500,NVIDIA
NVIDIA GeForce 9600 GT,GPU,2/21/08,65,95,240,505,650,NVIDIA
NVIDIA GeForce GTX 670M,GPU,3/22/12,40,75,332,1950,598,NVIDIA
NVIDIA Quadro Plex 2100 S4,GPU,7/25/08,90,640,484,681,600,NVIDIA
ATI Radeon HD 3690,GPU,3/30/08,55,75,192,666,670,ATI
AMD Radeon HD 6250 IGP,GPU,11/9/10,40,9,75,450,500,AMD
NVIDIA GeForce GT 635M,GPU,3/22/12,40,35,238,1170,650,NVIDIA
NVIDIA Quadro FX 550,GPU,4/20/06,110,30,154,146,360,NVIDIA
